month,vessel_type,number_of_vessels,gross_tonnage
2018-07,Passenger,3935,2969.91
2018-07,Barges,802,1255.28
2018-07,Tug,873,196.69
2018-07,Miscellaneous,675,10497.54
2018-08,Container,1537,75184.39
2018-08,Freighter,618,3319.78
2018-08,Bulk Carrier,1217,62543.15
2018-08,Tanker,1932,67582.94
2018-08,Passenger,3958,2893.37
2018-08,Barges,707,1085.53
2018-08,Tug,808,205.97
2018-08,Miscellaneous,612,9219.89
2018-09,Container,1458,71508.35
2018-09,Freighter,547,3087.95
2018-09,Bulk Carrier,1289,68001.98
2018-09,Tanker,2020,72194.24
2018-09,Passenger,3841,4126.05
2018-09,Barges,742,1149.79
2018-09,Tug,836,205.36
2018-09,Miscellaneous,634,10259.15
2018-10,Container,1474,70930.54
2018-10,Freighter,601,3568.56
2018-10,Bulk Carrier,1257,64727.09
2018-10,Tanker,2046,78066.25
2018-10,Passenger,3927,4417.27
2018-10,Barges,778,1246.06
2018-10,Tug,857,221.8
2018-10,Miscellaneous,689,9907.59
2018-11,Container,1447,72008.49
2018-11,Freighter,599,3364.85
2018-11,Bulk Carrier,1200,60496.94
2018-11,Tanker,2049,76682.55
2018-11,Passenger,3848,5123.13
2018-11,Barges,662,1003.89
2018-11,Tug,749,215.96
2018-11,Miscellaneous,633,9599.45
2018-12,Container,1479,73064.14
2018-12,Freighter,566,3361
2018-12,Bulk Carrier,1284,64210.37
2018-12,Tanker,2062,77065.64
2018-12,Passenger,4174,5796.84
2018-12,Barges,736,1102.49
2018-12,Tug,844,185.5
2018-12,Miscellaneous,578,10221.41
2019-01,Container,1512,74322.98
2019-01,Freighter,627,3695.91
2019-01,Bulk Carrier,1391,72247.05
2019-01,Tanker,2094,80815.86
2019-01,Passenger,3910,5718.91
2019-01,Barges,737,1153.68
2019-01,Tug,847,210.75
2019-01,Miscellaneous,560,10084.96
2019-02,Container,1313,63391.58
2019-02,Freighter,526,3105.69
2019-02,Bulk Carrier,1179,59601.43
2019-02,Tanker,1905,72734.08
2019-02,Passenger,3673,5885.65
2019-02,Barges,544,801.71
2019-02,Tug,629,146.8
2019-02,Miscellaneous,506,8893.39
2019-03,Container,1509,73364.12
2019-03,Freighter,604,3494.76
2019-03,Bulk Carrier,1273,63463.79
2019-03,Tanker,1978,71874.06
2019-03,Passenger,4044,5677.94
2019-03,Barges,714,1103.01
2019-03,Tug,802,178.62
2019-03,Miscellaneous,585,10248.95
2019-04,Container,1471,72799.49
2019-04,Freighter,567,3456.79
2019-04,Bulk Carrier,1265,61229.94
2019-04,Tanker,1974,73286.91
2019-04,Passenger,3982,4431.32
2019-04,Barges,661,1009.85
2019-04,Tug,741,179.86
2019-04,Miscellaneous,582,9637.51
2019-05,Container,1506,75159.97
2019-05,Freighter,591,3929.18
2019-05,Bulk Carrier,1256,60467.67
2019-05,Tanker,2121,79967.59
2019-05,Passenger,4080,4645.61
2019-05,Barges,677,1031.54
2019-05,Tug,824,218.42
2019-05,Miscellaneous,642,10033.76
2019-06,Container,1429,74620.17
2019-06,Freighter,505,3518.12
2019-06,Bulk Carrier,1232,59336.25
2019-06,Tanker,1980,74374.99
2019-06,Passenger,3999,4002.03
2019-06,Barges,617,978.47
2019-06,Tug,740,169.22
2019-06,Miscellaneous,636,10457.58
2019-07,Container,1549,78148.73
2019-07,Freighter,570,3566.5
2019-07,Bulk Carrier,1296,65215.42
2019-07,Tanker,2036,77788.88
2019-07,Passenger,4040,2600.41
2019-07,Barges,682,1062.02
2019-07,Tug,768,199.35
2019-07,Miscellaneous,613,10269.58
2019-08,Container,1489,76068.56
2019-08,Freighter,546,3474.57
2019-08,Bulk Carrier,1381,69118.77
2019-08,Tanker,1999,73994.75
2019-08,Passenger,4220,2866.44
2019-08,Barges,688,1071.89
2019-08,Tug,782,197.21
2019-08,Miscellaneous,634,9981.5
2019-09,Container,1420,74213.12
2019-09,Freighter,514,3708.02
2019-09,Bulk Carrier,1437,76473.82
2019-09,Tanker,2039,75480
2019-09,Passenger,4018,3149.28
2019-09,Barges,702,1081.62
2019-09,Tug,789,190.43
2019-09,Miscellaneous,628,10165.72
2019-10,Container,1455,74303.54
2019-10,Freighter,574,3186.29
2019-10,Bulk Carrier,1415,75629.34
2019-10,Tanker,2170,80638.06
2019-10,Passenger,4176,3469.52
2019-10,Barges,731,1123.9
2019-10,Tug,808,193.67
2019-10,Miscellaneous,697,11737.88
2019-11,Container,1419,74495.41
2019-11,Freighter,568,3110.79
2019-11,Bulk Carrier,1338,68105.06
2019-11,Tanker,2319,81374.88
2019-11,Passenger,3978,5116.54
2019-11,Barges,675,1089.03
2019-11,Tug,790,221.41
2019-11,Miscellaneous,656,11031.04
2019-12,Container,1442,74170.53
2019-12,Freighter,581,3946.43
2019-12,Bulk Carrier,1470,74095.57
2019-12,Tanker,2444,87524.44
2019-12,Passenger,4001,6160.93
2019-12,Barges,719,1146.08
2019-12,Tug,814,197.81
2019-12,Miscellaneous,677,11421.79
2020-01,Container,1418,74664.13
2020-01,Freighter,503,3333.91
2020-01,Bulk Carrier,1455,78651.46
2020-01,Tanker,2507,89245.66
2020-01,Passenger,4195,6107.03
2020-01,Barges,672,1118.73
2020-01,Tug,762,208.92
2020-01,Miscellaneous,622,10552.91
2020-02,Container,1287,65183.11
2020-02,Freighter,554,3522
2020-02,Bulk Carrier,1322,68143.24
2020-02,Tanker,2126,82209.61
2020-02,Passenger,3550,5545.53
2020-02,Barges,670,1061.71
2020-02,Tug,779,181.62
2020-02,Miscellaneous,591,8809.57
2020-03,Container,1399,72789.16
2020-03,Freighter,516,3642.52
2020-03,Bulk Carrier,1446,72028.17
2020-03,Tanker,2417,90083.91
2020-03,Passenger,1945,1708.83
2020-03,Barges,702,1135.78
2020-03,Tug,799,187.28
2020-03,Miscellaneous,603,9811.89
2020-04,Container,1329,71068.99
2020-04,Freighter,481,3015.72
2020-04,Bulk Carrier,1272,64584.26
2020-04,Tanker,2117,81431.11
2020-04,Passenger,195,371.15
2020-04,Barges,538,883.37
2020-04,Tug,638,169.07
2020-04,Miscellaneous,445,8830.66
2020-05,Container,1262,68167.28
2020-05,Freighter,442,2746.19
2020-05,Bulk Carrier,1290,65048.54
2020-05,Tanker,2108,78864.37
2020-05,Passenger,133,456.38
2020-05,Barges,418,670.19
2020-05,Tug,501,158.61
2020-05,Miscellaneous,428,7211.55
2020-06,Container,1321,71659.29
2020-06,Freighter,464,2917.27
2020-06,Bulk Carrier,1289,65914.11
2020-06,Tanker,2108,78448.56
2020-06,Passenger,141,737.55
2020-06,Barges,412,634.2
2020-06,Tug,516,136.18
2020-06,Miscellaneous,450,6881.01
2020-07,Container,1340,71578.09
2020-07,Freighter,492,3129.64
2020-07,Bulk Carrier,1603,81755.35
2020-07,Tanker,2225,86377.58
2020-07,Passenger,140,1286.21
2020-07,Barges,425,611.87
2020-07,Tug,517,131.44
2020-07,Miscellaneous,436,7134.59
2020-08,Container,1342,73048.8
2020-08,Freighter,483,3265.72
2020-08,Bulk Carrier,1381,72880.95
2020-08,Tanker,2157,84041.86
2020-08,Passenger,144,2190.32
2020-08,Barges,456,681.93
2020-08,Tug,550,148.07
2020-08,Miscellaneous,445,7749.01
2020-09,Container,1287,72033.92
2020-09,Freighter,463,3105.64
2020-09,Bulk Carrier,1380,70527.71
2020-09,Tanker,2150,82665.94
2020-09,Passenger,143,2315.72
2020-09,Barges,600,960.12
2020-09,Tug,741,207.91
2020-09,Miscellaneous,491,8643.3
2020-10,Container,1263,71411.21
2020-10,Freighter,482,3457.36
2020-10,Bulk Carrier,1388,72451.63
2020-10,Tanker,2131,81461.1
2020-10,Passenger,152,2805.87
2020-10,Barges,679,1090.82
2020-10,Tug,785,184.57
2020-10,Miscellaneous,622,10940.66
2020-11,Container,1170,68673.59
2020-11,Freighter,434,2800.61
2020-11,Bulk Carrier,1331,70810.87
2020-11,Tanker,2143,88614.09
2020-11,Passenger,155,3502.72
2020-11,Barges,674,1099.92
2020-11,Tug,804,223.63
2020-11,Miscellaneous,636,10542.23
2020-12,Container,1195,70195
2020-12,Freighter,461,3463
2020-12,Bulk Carrier,1244,64897
2020-12,Tanker,2168,88960
2020-12,Passenger,181,4629
2020-12,Barges,720,1225
2020-12,Tug,831,196
2020-12,Miscellaneous,679,11575
2021-01,Container,1198,68405.92
2021-01,Freighter,486,3931.81
2021-01,Bulk Carrier,1358,69092.39
2021-01,Tanker,2316,95689.15
2021-01,Passenger,167,5711.14
2021-01,Barges,666,1082.16
2021-01,Tug,804,172.49
2021-01,Miscellaneous,646,11248.32
2021-02,Container,1137,63939.22
2021-02,Freighter,426,3098.9
2021-02,Bulk Carrier,1229,66367.4
2021-02,Tanker,2110,86171.2
2021-02,Passenger,146,4820.43
2021-02,Barges,610,976.87
2021-02,Tug,711,150.11
2021-02,Miscellaneous,621,10996.74
2021-03,Container,1199,67411.8
2021-03,Freighter,513,3568.29
2021-03,Bulk Carrier,1329,66268.49
2021-03,Tanker,2203,88877.69
2021-03,Passenger,177,5966.17
2021-03,Barges,783,1396.04
2021-03,Tug,876,183.04
2021-03,Miscellaneous,708,11410.2
2021-04,Container,1148,64340.24
2021-04,Freighter,499,3542.31
2021-04,Bulk Carrier,1326,67150.7
2021-04,Tanker,2079,86881.95
2021-04,Passenger,160,4265.66
2021-04,Barges,759,1499.43
2021-04,Tug,869,193.89
2021-04,Miscellaneous,660,12080.64
2021-05,Container,1109,65232.89
2021-05,Freighter,415,2871.26
2021-05,Bulk Carrier,1264,63131.46
2021-05,Tanker,2079,85851.26
2021-05,Passenger,138,6148.77
2021-05,Barges,682,1335.63
2021-05,Tug,791,203.12
2021-05,Miscellaneous,733,13342.61
2021-06,Container,1098,62802.33
2021-06,Freighter,406,2459.9
2021-06,Bulk Carrier,1252,64049.38
2021-06,Tanker,1978,81383.61
2021-06,Passenger,137,5471.59
2021-06,Barges,747,1518.67
2021-06,Tug,874,204.55
2021-06,Miscellaneous,755,13553.49
2021-07,Container,1077,62192.02
2021-07,Freighter,403,2680.47
2021-07,Bulk Carrier,1237,62493.52
2021-07,Tanker,1975,82136.62
2021-07,Passenger,145,4423.53
2021-07,Barges,752,1547.54
2021-07,Tug,862,198.99
2021-07,Miscellaneous,795,13519.53
2021-08,Container,1062,60467.64
2021-08,Freighter,449,3206.83
2021-08,Bulk Carrier,1265,65749.01
2021-08,Tanker,1858,79382.02
2021-08,Passenger,137,3799.4
2021-08,Barges,777,1567.56
2021-08,Tug,879,192.85
2021-08,Miscellaneous,751,11769.2
2021-09,Container,1075,59595.19
2021-09,Freighter,429,2718.77
2021-09,Bulk Carrier,1165,59860.56
2021-09,Tanker,1865,81760.07
2021-09,Passenger,110,3703.71
2021-09,Barges,733,1193.57
2021-09,Tug,794,183.86
2021-09,Miscellaneous,747,12122.32
2021-10,Container,1089,60507.52
2021-10,Freighter,436,2823.58
2021-10,Bulk Carrier,1211,67754.94
2021-10,Tanker,1908,82368.5
2021-10,Passenger,144,3718.53
2021-10,Barges,734,1160.52
2021-10,Tug,805,201.08
2021-10,Miscellaneous,771,11507.21
2021-11,Container,1072,62442.85
2021-11,Freighter,448,2725.23
2021-11,Bulk Carrier,1152,61253.76
2021-11,Tanker,1963,86739.35
2021-11,Passenger,137,3362.07
2021-11,Barges,740,1193.14
2021-11,Tug,799,178
2021-11,Miscellaneous,819,13100.37
2021-12,Container,1127,62586.63
2021-12,Freighter,473,3004.97
2021-12,Bulk Carrier,1126,58889.8
2021-12,Tanker,2008,87300.15
2021-12,Passenger,154,3947.22
2021-12,Barges,771,1249.64
2021-12,Tug,823,172.11
2021-12,Miscellaneous,804,12664.24
2022-01,Container,1142,62233.04
2022-01,Freighter,464,3293.2
2022-01,Bulk Carrier,1173,60977.16
2022-01,Tanker,2014,90591.28
2022-01,Passenger,143,3668.25
2022-01,Barges,700,1104.17
2022-01,Tug,779,154.49
2022-01,Miscellaneous,798,12241.89
2022-02,Container,1061,57894.29
2022-02,Freighter,399,2870.24
2022-02,Bulk Carrier,1038,54271.91
2022-02,Tanker,1797,76284.37
2022-02,Passenger,146,3199.32
2022-02,Barges,618,999.83
2022-02,Tug,670,145.99
2022-02,Miscellaneous,711,11705.84
2022-03,Container,1140,60669.44
2022-03,Freighter,483,3031.3
2022-03,Bulk Carrier,1175,60207.3
2022-03,Tanker,1899,82423.17
2022-03,Passenger,191,3208.58
2022-03,Barges,754,1208.02
2022-03,Tug,816,194.39
2022-03,Miscellaneous,849,12143.09
2022-04,Container,1167,62957.48
2022-04,Freighter,465,2997.53
2022-04,Bulk Carrier,1207,60326.28
2022-04,Tanker,1984,83208.73
2022-04,Passenger,474,2324.79
2022-04,Barges,738,1178.37
2022-04,Tug,799,176.61
2022-04,Miscellaneous,774,12438.83
2022-05,Container,1204,65382.84
2022-05,Freighter,427,3056.87
2022-05,Bulk Carrier,1344,70434.89
2022-05,Tanker,2041,84433.42
2022-05,Passenger,619,1868.45
2022-05,Barges,669,1111
2022-05,Tug,726,169.58
2022-05,Miscellaneous,785,12940.58
2022-06,Container,1221,65289.36
2022-06,Freighter,448,2991.24
2022-06,Bulk Carrier,1198,62456.24
2022-06,Tanker,1979,83579.19
2022-06,Passenger,1206,2986.29
2022-06,Barges,703,1131.56
2022-06,Tug,755,153.72
2022-06,Miscellaneous,791,12012.56
2022-07,Container,1250,67486.07
2022-07,Freighter,434,3058.72
2022-07,Bulk Carrier,1277,69533.94
2022-07,Tanker,2030,88810.53
2022-07,Passenger,1797,4333.73
2022-07,Barges,706,1134.11
2022-07,Tug,761,161.44
2022-07,Miscellaneous,789,12276.83
2022-08,Container,1289,67854.75
2022-08,Freighter,454,3025.77
2022-08,Bulk Carrier,1291,68387.35
2022-08,Tanker,2070,88931.28
2022-08,Passenger,1863,4135.92
2022-08,Barges,695,1129.99
2022-08,Tug,734,170.97
2022-08,Miscellaneous,733,11313.82
2022-09,Container,1201,64703.29
2022-09,Freighter,466,3064.99
2022-09,Bulk Carrier,1224,62451.31
2022-09,Tanker,2014,84467.76
2022-09,Passenger,1879,4085.02
2022-09,Barges,710,1176.05
2022-09,Tug,756,156.27
2022-09,Miscellaneous,726,11309.58
2022-10,Container,1278,68658.41
2022-10,Freighter,510,3402.92
2022-10,Bulk Carrier,1402,74320.21
2022-10,Tanker,2121,88236.56
2022-10,Passenger,2068,4256.49
2022-10,Barges,703,1142.52
2022-10,Tug,763,163.69
2022-10,Miscellaneous,606,11020.33
2022-11,Container,1249,67015.46
2022-11,Freighter,506,3289.46
2022-11,Bulk Carrier,1313,72099.03
2022-11,Tanker,2084,89559.33
2022-11,Passenger,2167,4137.37
2022-11,Barges,693,1139.82
2022-11,Tug,771,188.72
2022-11,Miscellaneous,659,11048.79
2022-12,Container,1295,70263.41
2022-12,Freighter,529,3749.87
2022-12,Bulk Carrier,1286,67968.33
2022-12,Tanker,2096,86113.38
2022-12,Passenger,2695,4506.3
2022-12,Barges,706,1159.98
2022-12,Tug,772,179.44
2022-12,Miscellaneous,702,11257.55
2023-01,Container,1325,71588.69
2023-01,Freighter,484,3278.7
2023-01,Bulk Carrier,1413,74993.56
2023-01,Tanker,2192,90149.04
2023-01,Passenger,2715,4686.24
2023-01,Barges,601,975.59
2023-01,Tug,674,168.17
2023-01,Miscellaneous,631,11607.54
2023-02,Container,1142,62170.93
2023-02,Freighter,499,3049.96
2023-02,Bulk Carrier,1248,66400.43
2023-02,Tanker,1968,78939.11
2023-02,Passenger,2367,4313.97
2023-02,Barges,631,1021.04
2023-02,Tug,688,190.87
2023-02,Miscellaneous,659,10579.44
2023-03,Container,1361,75950.87
2023-03,Freighter,511,3607.3
2023-03,Bulk Carrier,1327,67357.19
2023-03,Tanker,2168,89483.63
2023-03,Passenger,2697,5236.57
2023-03,Barges,676,1075.53
2023-03,Tug,752,186
2023-03,Miscellaneous,778,11632.53
2023-04,Container,1307,75549.58
2023-04,Freighter,432,2793.76
2023-04,Bulk Carrier,1496,76605.23
2023-04,Tanker,2149,87367.32
2023-04,Passenger,2596,4849.37
2023-04,Barges,615,1022.39
2023-04,Tug,676,141.58
2023-04,Miscellaneous,716,10982.97
2023-05,Container,1378,79699
2023-05,Freighter,492,3536
2023-05,Bulk Carrier,1529,79175
2023-05,Tanker,2125,87119
2023-05,Passenger,2662,4715
2023-05,Barges,675,1144
2023-05,Tug,738,201
2023-05,Miscellaneous,725,11107
2023-06,Container,1290,78206
2023-06,Freighter,467,3011
2023-06,Bulk Carrier,1420,71792
2023-06,Tanker,2012,82039
2023-06,Passenger,2689,4172
2023-06,Barges,623,1038
2023-06,Tug,680,135
2023-06,Miscellaneous,664,9651
2023-07,Container,1386,81062
2023-07,Freighter,487,3642
2023-07,Bulk Carrier,1492,79497
2023-07,Tanker,2020,80372
2023-07,Passenger,2688,4279
2023-07,Barges,697,1155
2023-07,Tug,749,175
2023-07,Miscellaneous,677,10097
2023-08,Container,1389,80328
2023-08,Freighter,421,3352
2023-08,Bulk Carrier,1554,83428
2023-08,Tanker,2003,82170
2023-08,Passenger,2632,3368
2023-08,Barges,680,1099
2023-08,Tug,718,148
2023-08,Miscellaneous,673,9784
2023-09,Container,1351,81577
2023-09,Freighter,427,3305
2023-09,Bulk Carrier,1487,79784
2023-09,Tanker,1944,80749
2023-09,Passenger,2664,3652
2023-09,Barges,698,1156
2023-09,Tug,761,161
2023-09,Miscellaneous,712,10283
2023-10,Container,1316,74908
2023-10,Freighter,485,3689
2023-10,Bulk Carrier,1590,81955
2023-10,Tanker,2071,86945
2023-10,Passenger,2701,3848
2023-10,Barges,707,1164
2023-10,Tug,755,175
2023-10,Miscellaneous,739,10268
2023-11,Container,1329,78490
2023-11,Freighter,458,3147
2023-11,Bulk Carrier,1511,79166
2023-11,Tanker,2046,86616
2023-11,Passenger,2777,5655
2023-11,Barges,685,1186
2023-11,Tug,755,177
2023-11,Miscellaneous,764,10787
2023-12,Container,1350,80234
2023-12,Freighter,450,2949
2023-12,Bulk Carrier,1554,81962
2023-12,Tanker,2065,82658
2023-12,Passenger,3045,5645
2023-12,Barges,680,1143
2023-12,Tug,752,176
2023-12,Miscellaneous,845,11417
2024-01,Container,1332,76494.32
2024-01,Freighter,474,3583.07
2024-01,Bulk Carrier,1702,89328.6
2024-01,Tanker,2223,89147.21
2024-01,Passenger,2904,5645.27
2024-01,Barges,674,1112.59
2024-01,Tug,745,152.75
2024-01,Miscellaneous,818,11165.83
2024-02,Container,1218,69290.97
2024-02,Freighter,436,4006.75
2024-02,Bulk Carrier,1485,80913.63
2024-02,Tanker,2097,80772.27
2024-02,Passenger,2833,5396.15
2024-02,Barges,558,964.64
2024-02,Tug,643,172.17
2024-02,Miscellaneous,717,10849.79
2024-03,Container,1248,72505.4
2024-03,Freighter,436,3461.56
2024-03,Bulk Carrier,1510,79182.85
2024-03,Tanker,2197,88871.71
2024-03,Passenger,2994,6604.69
2024-03,Barges,700,1183.97
2024-03,Tug,761,194.22
2024-03,Miscellaneous,832,11622.21
2024-04,Container,1173,71135.88
2024-04,Freighter,402,3405.19
2024-04,Bulk Carrier,1490,78295.48
2024-04,Tanker,2072,81332.41
2024-04,Passenger,2781,3310.68
2024-04,Barges,640,1078.64
2024-04,Tug,687,148.11
2024-04,Miscellaneous,821,11515.18
2024-05,Container,1203,74278.96
2024-05,Freighter,433,3373.16
2024-05,Bulk Carrier,1584,82957.82
2024-05,Tanker,2263,89904.93
2024-05,Passenger,2898,3344.83
2024-05,Barges,726,1268.09
2024-05,Tug,788,173.19
2024-05,Miscellaneous,822,12070.96
2024-06,Container,1087,66950.23
2024-06,Freighter,445,3668.66
2024-06,Bulk Carrier,1487,75724.49
2024-06,Tanker,2089,79740.1
2024-06,Passenger,2886,3256.51
2024-06,Barges,653,1123.14
2024-06,Tug,710,146.3
2024-06,Miscellaneous,750,10357.21
2024-07,Container,1214,73685.53
2024-07,Freighter,459,3660
2024-07,Bulk Carrier,1626,86169.75
2024-07,Tanker,2164,84223.03
2024-07,Passenger,2891,2985.3
2024-07,Barges,702,1201.29
2024-07,Tug,765,167.36
2024-07,Miscellaneous,811,12370.79
2024-08,Container,1274,74901.47
2024-08,Freighter,464,3747.81
2024-08,Bulk Carrier,1560,83877.57
2024-08,Tanker,2189,83190.88
2024-08,Passenger,2962,3189.45
2024-08,Barges,725,1263.25
2024-08,Tug,808,187.49
2024-08,Miscellaneous,814,11307.34
2024-09,Container,1193,70560.37
2024-09,Freighter,474,3753.19
2024-09,Bulk Carrier,1436,74880.33
2024-09,Tanker,2078,81089.78
2024-09,Passenger,2855,3097.01
2024-09,Barges,702,1228.62
2024-09,Tug,765,182.86
2024-09,Miscellaneous,789,12841.03
2024-10,Container,1300,75808.29
2024-10,Freighter,494,4274.34
2024-10,Bulk Carrier,1524,81308.36
2024-10,Tanker,2147,85104.64
2024-10,Passenger,2907,3514.38
2024-10,Barges,737,1283.16
2024-10,Tug,819,194.41
2024-10,Miscellaneous,796,11937.18
2024-11,Container,1234,73743.03
2024-11,Freighter,461,3921.62
2024-11,Bulk Carrier,1433,74955.37
2024-11,Tanker,2151,82567.13
2024-11,Passenger,2842,4131.03
2024-11,Barges,664,1178.38
2024-11,Tug,756,180.92
2024-11,Miscellaneous,779,12282.86
2024-12,Container,1281,78815.91
2024-12,Freighter,470,4149.79
2024-12,Bulk Carrier,1562,85575.69
2024-12,Tanker,2132,83380.7
2024-12,Passenger,3076,5414.9
2024-12,Barges,683,1224.54
2024-12,Tug,740,185.43
2024-12,Miscellaneous,783,12618.28
2025-01,Container,1291,77760.23
2025-01,Freighter,436,3691.15
2025-01,Bulk Carrier,1590,87092.6
2025-01,Tanker,2172,82577.57
2025-01,Passenger,3131,5230.49
2025-01,Barges,617,1101.82
2025-01,Tug,685,151.76
2025-01,Miscellaneous,773,11948.97
2025-02,Container,1169,69183.06
2025-02,Freighter,398,3159.96
2025-02,Bulk Carrier,1288,68970.29
2025-02,Tanker,1900,68819.54
2025-02,Passenger,2823,4857.48
2025-02,Barges,630,1114.15
2025-02,Tug,700,165.63
2025-02,Miscellaneous,752,10964.52
2025-03,Container,1269,77748.21
2025-03,Freighter,432,3699.46
2025-03,Bulk Carrier,1519,77018.68
2025-03,Tanker,2078,80083.12
2025-03,Passenger,3135,5733.73
2025-03,Barges,672,1233.25
2025-03,Tug,734,168.25
2025-03,Miscellaneous,823,12406.77
2025-04,Container,1254,76166.62
2025-04,Freighter,426,3562.73
2025-04,Bulk Carrier,1608,85994.34
2025-04,Tanker,2056,77025.59
2025-04,Passenger,3025,4232.99
2025-04,Barges,638,1152.42
2025-04,Tug,725,177.63
2025-04,Miscellaneous,826,12539.41
2025-05,Container,1367,84820.66
2025-05,Freighter,463,3783.65
2025-05,Bulk Carrier,1634,85111.45
2025-05,Tanker,2181,81774.61
2025-05,Passenger,3161,4154.62
2025-05,Barges,710,1261.07
2025-05,Tug,786,172.52
2025-05,Miscellaneous,1036,14566.38
2025-06,Container,1294,81359.34
2025-06,Freighter,417,3553.66
2025-06,Bulk Carrier,1509,77923.25
2025-06,Tanker,2158,80341.85
2025-06,Passenger,3095,3481.9
2025-06,Barges,699,1206.16
2025-06,Tug,753,169.04
2025-06,Miscellaneous,916,14801.69
2025-07,Container,1340,82218.31
2025-07,Freighter,457,3537.71
2025-07,Bulk Carrier,1628,91040.49
2025-07,Tanker,2259,85113.18
2025-07,Passenger,3082,2986.41
2025-07,Barges,772,1337.45
2025-07,Tug,831,176.13
2025-07,Miscellaneous,873,15130.99
2025-08,Container,1361,83769.81
2025-08,Freighter,466,3921.84
2025-08,Bulk Carrier,1572,85080.34
2025-08,Tanker,2269,85252.33
2025-08,Passenger,3131,3173.43
2025-08,Barges,743,1308.56
2025-08,Tug,819,178.92
2025-08,Miscellaneous,821,14373.7
2025-09,Container,1285,79456.83
2025-09,Freighter,424,3772.19
2025-09,Bulk Carrier,1600,84798.96
2025-09,Tanker,2143,76644.9
2025-09,Passenger,3020,2958.99
2025-09,Barges,773,1449.03
2025-09,Tug,851,191.94
2025-09,Miscellaneous,896,16001.52
2025-10,Container,1366,84100.08
2025-10,Freighter,442,4520.55
2025-10,Bulk Carrier,1697,88911.94
2025-10,Tanker,2259,81598.19
2025-10,Passenger,3195,3886.65
2025-10,Barges,807,1396.27
2025-10,Tug,889,180.72
2025-10,Miscellaneous,897,16343.6
2025-11,Container,1287,79653.46
2025-11,Freighter,470,4911.37
2025-11,Bulk Carrier,1594,85015.73
2025-11,Tanker,2171,80902.67
2025-11,Passenger,3139,5893.51
2025-11,Barges,777,1364.43
2025-11,Tug,830,168.37
2025-11,Miscellaneous,939,15360.13
2025-12,Container,1324,84452.82
2025-12,Freighter,480,4898.76
2025-12,Bulk Carrier,1618,86289.34
2025-12,Tanker,2248,86429.94
2025-12,Passenger,3499,6560.55
2025-12,Barges,843,1481.41
2025-12,Tug,899,170.3
2025-12,Miscellaneous,981,17740.09
2026-01,Container,1366,87545.85
2026-01,Freighter,485,4869.39
2026-01,Bulk Carrier,1695,92751.46
2026-01,Tanker,2282,83182.72
2026-01,Passenger,3500,6720.48
2026-01,Barges,863,1548.21
2026-01,Tug,927,217.66
2026-01,Miscellaneous,913,16510.47
2026-02,Container,1242,76358.45
2026-02,Freighter,437,4563.98
2026-02,Bulk Carrier,1513,81673.43
2026-02,Tanker,2084,72165.62
2026-02,Passenger,3238,6165.87
2026-02,Barges,766,1372.43
2026-02,Tug,819,159.71
2026-02,Miscellaneous,787,14596.42
2026-03,Container,1372,86647.05
2026-03,Freighter,466,4486.08
2026-03,Bulk Carrier,1462,77653.63
2026-03,Tanker,2302,85291.88
2026-03,Passenger,3413,6947.96
2026-03,Barges,901,1660.69
2026-03,Tug,945,191.72
2026-03,Miscellaneous,730,13037.12
2026-04,Container,1343,82624.87
2026-04,Freighter,482,4382.85
2026-04,Bulk Carrier,1525,81506.15
2026-04,Tanker,2085,73398.28
2026-04,Passenger,2954,5567.48
2026-04,Barges,864,1539.07
2026-04,Tug,917,168.63
2026-04,Miscellaneous,703,11844.36
